ID,Var1,WorkStatus,Score,Divorce,Widowed,Education,Residence_Region,babies,preteen,teens,income,Engagement_Religion,Var2,TVhours,Gender,Unemployed10,Happy
10010212,D,working parttime,21,NA,yes,12,middle atlantic,0,0,0,$15000 - 19999,sevrl times a yr,2,4,1,0,Pretty Happy
10010213,D,retired,34,no,NA,11,new england,0,0,0,$25000 or more,once a month,2,1,0,0,Pretty Happy
10010214,D,working parttime,29,NA,NA,13,middle atlantic,0,0,0,$25000 or more,never,1,2,0,NA,Not Happy
10010217,D,working fulltime,41,NA,NA,12,middle atlantic,1,0,0,$15000 - 19999,every week,2,3,1,1,Not Happy
10010218,D,working fulltime,34,NA,NA,11,middle atlantic,0,0,0,$20000 - 24999,never,2,3,0,0,Pretty Happy
10010219,D,retired,41,NA,no,8,middle atlantic,0,1,0,$25000 or more,never,3,5,0,NA,Pretty Happy
10010221,D,working fulltime,35,NA,no,12,middle atlantic,0,0,1,$25000 or more,lt once a year,1,1,0,NA,Pretty Happy
10010223,D,school,47,NA,NA,20,middle atlantic,0,0,0,$15000 - 19999,once a year,3,2,0,NA,Pretty Happy
10010224,D,keeping house,36,no,no,17,middle atlantic,3,1,0,$25000 or more,nrly every week,3,NA,1,NA,Not Happy
10010226,D,working fulltime,51,NA,NA,16,middle atlantic,0,0,0,$25000 or more,every week,1,NA,0,0,Pretty Happy
10010227,D,working fulltime,65,NA,NA,16,middle atlantic,0,0,0,$25000 or more,once a year,1,NA,0,0,Very Happy
10010230,D,working fulltime,51,no,no,14,middle atlantic,0,2,0,$25000 or more,once a month,3,2,0,NA,Very Happy
10010231,D,working fulltime,65,no,no,18,middle atlantic,0,0,0,$25000 or more,nrly every week,3,1,0,NA,Pretty Happy
10010232,D,working fulltime,24,NA,no,12,middle atlantic,1,0,1,$10000 - 14999,sevrl times a yr,1,NA,1,0,Pretty Happy
10010233,D,working parttime,29,NA,NA,12,middle atlantic,0,0,0,$25000 or more,every week,1,NA,0,0,Pretty Happy
10010234,D,working fulltime,69,yes,no,20,middle atlantic,0,0,0,$25000 or more,sevrl times a yr,2,2,0,0,Very Happy
10010235,NA,working fulltime,65,NA,NA,16,e. sou. central,0,0,0,$25000 or more,every week,1,2,1,NA,Pretty Happy
10010236,D,keeping house,NA,NA,NA,10,south atlantic,4,0,0,$3000 to 3999,never,1,3,1,NA,Pretty Happy
10010238,D,working fulltime,36,NA,no,8,e. sou. central,0,0,1,$5000 to 5999,never,1,2,1,NA,Very Happy
10010239,D,keeping house,NA,NA,NA,12,e. sou. central,0,0,1,NA,never,2,6,0,NA,Very Happy
10010240,D,keeping house,NA,NA,NA,10,e. sou. central,1,2,0,$1000 to 2999,NA,1,NA,1,1,Pretty Happy
10010243,D,keeping house,33,no,no,12,e. sou. central,0,0,0,$25000 or more,once a year,3,NA,1,0,Pretty Happy
10010244,D,working fulltime,51,yes,no,12,e. sou. central,0,0,1,$25000 or more,never,2,1,0,0,Very Happy
10010247,D,retired,28,no,no,8,e. sou. central,0,0,0,$8000 to 9999,more thn once wk,2,2,0,0,Very Happy
10010249,D,working fulltime,42,no,no,13,e. sou. central,0,0,0,$20000 - 24999,never,3,1,0,NA,Not Happy
10010251,D,working fulltime,31,NA,no,12,e. sou. central,0,0,2,$20000 - 24999,2-3x a month,3,0,1,NA,Pretty Happy
10010253,D,retired,52,NA,NA,18,e. sou. central,0,0,0,$25000 or more,every week,1,NA,1,0,Very Happy
10010254,D,working fulltime,40,NA,no,16,pacific,0,0,0,$20000 - 24999,once a month,1,6,1,NA,Pretty Happy
10010255,D,working fulltime,59,no,no,16,w. sou. central,0,0,0,$25000 or more,more thn once wk,2,2,1,0,Very Happy
10010256,D,retired,42,NA,no,12,e. sou. central,0,0,0,$20000 - 24999,lt once a year,3,4,0,NA,Pretty Happy
10010257,D,retired,NA,no,no,NA,e. sou. central,0,1,2,NA,never,2,2,1,0,Very Happy
10010258,D,other,32,NA,no,12,e. sou. central,0,0,0,$7000 to 7999,nrly every week,1,NA,1,0,Pretty Happy
10010259,D,working fulltime,49,NA,NA,16,w. sou. central,0,0,0,$25000 or more,once a year,2,1,1,0,Very Happy
10010262,D,working fulltime,52,yes,no,16,foreign,0,0,1,$25000 or more,every week,3,2,0,NA,Pretty Happy
10010264,D,working fulltime,49,yes,no,14,middle atlantic,0,0,0,$15000 - 19999,2-3x a month,2,1,0,0,Very Happy
10010265,D,"unempl, laid off",51,no,no,14,w. sou. central,1,1,0,$25000 or more,once a year,1,2,0,NA,Very Happy
10010267,D,retired,46,no,NA,14,w. sou. central,0,0,0,$20000 - 24999,sevrl times a yr,3,NA,1,0,Pretty Happy
10010268,D,"unempl, laid off",24,no,NA,12,pacific,3,0,0,$10000 - 14999,2-3x a month,2,10,0,1,Pretty Happy
10010269,NA,working parttime,49,NA,NA,14,e. nor. central,0,2,0,NA,every week,1,NA,1,0,Pretty Happy
10010270,D,keeping house,66,no,no,14,w. sou. central,0,4,1,$25000 or more,every week,1,4,0,NA,Pretty Happy
10010273,D,retired,64,no,NA,18,w. sou. central,0,0,0,$3000 to 3999,more thn once wk,1,NA,1,NA,Very Happy
10010274,D,keeping house,65,no,no,11,pacific,0,0,0,$20000 - 24999,2-3x a month,2,4,1,0,Pretty Happy
10010277,D,retired,20,yes,NA,12,w. sou. central,0,0,0,$10000 - 14999,never,1,1,1,NA,Pretty Happy
10010280,D,keeping house,46,no,no,14,mountain,0,0,0,NA,nrly every week,3,NA,1,1,Very Happy
10010284,D,working fulltime,51,NA,NA,14,south atlantic,0,0,0,$25000 or more,sevrl times a yr,3,2,0,NA,Pretty Happy
10010285,D,keeping house,NA,no,no,NA,south atlantic,0,0,0,$25000 or more,once a year,2,1,1,0,Very Happy
10010286,D,retired,44,yes,NA,18,middle atlantic,0,0,0,$25000 or more,once a year,1,NA,1,0,Pretty Happy
10010290,D,working fulltime,38,yes,no,13,south atlantic,0,0,0,$20000 - 24999,sevrl times a yr,2,4,0,1,Not Happy
10010291,D,working parttime,17,no,no,16,south atlantic,2,1,0,$15000 - 19999,more thn once wk,2,5,1,1,Very Happy
10010292,D,retired,64,no,NA,16,w. nor. central,0,0,0,NA,every week,1,1,1,NA,Pretty Happy
10010294,D,working fulltime,27,NA,NA,14,south atlantic,0,1,0,$10000 - 14999,once a year,1,4,0,NA,Pretty Happy
10010295,D,working fulltime,61,no,NA,16,south atlantic,0,0,0,$25000 or more,once a year,2,3,1,0,Not Happy
10010298,D,retired,46,NA,no,14,south atlantic,0,0,0,$5000 to 5999,NA,1,NA,1,NA,Pretty Happy
10010299,D,working fulltime,66,no,no,17,foreign,0,0,0,$25000 or more,every week,2,0,1,0,Pretty Happy
10010300,D,working parttime,66,no,no,16,pacific,1,1,0,$20000 - 24999,never,3,2,1,NA,Not Happy
10010302,D,working fulltime,50,NA,NA,15,e. nor. central,1,0,0,$10000 - 14999,lt once a year,1,3,0,NA,Very Happy
10010305,D,keeping house,29,NA,NA,13,south atlantic,0,0,0,$10000 - 14999,once a year,2,5,0,1,Pretty Happy
10010306,D,working fulltime,48,no,no,16,south atlantic,0,0,1,$25000 or more,once a month,2,2,0,1,Pretty Happy
10010307,D,working fulltime,48,no,no,14,south atlantic,2,0,0,$25000 or more,NA,3,NA,1,0,Very Happy
10010308,D,keeping house,NA,no,no,8,south atlantic,2,0,0,$5000 to 5999,never,2,10,1,0,Very Happy
10010310,D,working fulltime,39,NA,NA,18,south atlantic,1,0,0,$25000 or more,once a month,1,NA,1,1,Pretty Happy
10010311,D,retired,30,no,no,13,south atlantic,0,0,0,$25000 or more,every week,3,NA,0,0,Not Happy
10010312,D,working fulltime,35,NA,no,12,south atlantic,0,0,0,$25000 or more,never,3,1,0,NA,Pretty Happy
10010314,D,working fulltime,41,no,NA,18,e. nor. central,NA,NA,NA,$25000 or more,every week,1,NA,0,0,Pretty Happy
10010315,D,keeping house,60,yes,no,11,middle atlantic,0,1,0,$25000 or more,every week,1,4,1,NA,Very Happy
10010320,D,temp not working,25,NA,NA,13,south atlantic,0,0,0,$25000 or more,once a year,2,2,0,1,Pretty Happy
10010321,D,working parttime,69,NA,NA,16,new england,0,0,0,$8000 to 9999,every week,1,NA,1,0,Pretty Happy
10010322,D,working parttime,74,NA,NA,17,foreign,0,0,0,$8000 to 9999,never,1,2,1,NA,Pretty Happy
10010323,D,working fulltime,66,NA,NA,16,south atlantic,0,0,0,$25000 or more,sevrl times a yr,1,NA,0,1,Pretty Happy
10010324,D,working fulltime,34,NA,NA,14,south atlantic,0,0,0,$25000 or more,once a month,1,1,1,NA,Very Happy
10010325,D,working parttime,30,NA,no,14,w. nor. central,0,0,0,$15000 - 19999,once a month,3,NA,1,1,Pretty Happy
10010326,D,working fulltime,58,NA,no,15,new england,0,0,0,$25000 or more,never,2,2,1,1,Pretty Happy
10010327,D,working parttime,23,no,no,17,south atlantic,1,0,0,NA,2-3x a month,3,1,0,NA,Very Happy
10010328,D,working fulltime,51,NA,NA,14,south atlantic,0,0,0,$25000 or more,every week,2,2,0,1,Pretty Happy
10010330,D,working fulltime,64,NA,NA,16,south atlantic,0,0,0,$25000 or more,once a month,2,2,1,0,Pretty Happy
10010331,D,working fulltime,55,NA,NA,14,south atlantic,0,0,0,$15000 - 19999,2-3x a month,1,NA,1,1,Pretty Happy
10010333,D,working fulltime,47,yes,no,14,south atlantic,0,0,0,$25000 or more,2-3x a month,3,NA,0,1,Very Happy
10010334,D,working parttime,51,no,no,16,e. nor. central,0,0,0,$25000 or more,once a year,1,5,1,NA,Very Happy
10010338,D,working fulltime,64,NA,no,16,e. nor. central,0,0,0,$25000 or more,more thn once wk,2,4,1,NA,Very Happy
10010340,D,retired,40,no,no,12,e. nor. central,0,0,0,$25000 or more,nrly every week,3,NA,0,0,Pretty Happy
10010343,NA,keeping house,31,NA,no,12,e. nor. central,2,1,0,$10000 - 14999,sevrl times a yr,2,1,1,0,Pretty Happy
10010344,D,working fulltime,51,no,no,13,south atlantic,2,0,0,$25000 or more,every week,3,NA,0,0,Pretty Happy
10010346,D,working fulltime,65,NA,no,16,w. sou. central,0,0,0,$25000 or more,never,2,1,0,0,Pretty Happy
10010347,D,working fulltime,46,NA,yes,NA,w. sou. central,0,0,0,$25000 or more,every week,1,NA,1,1,Very Happy
10010349,D,working fulltime,86,yes,no,20,e. nor. central,0,0,0,$25000 or more,once a month,2,1,0,0,Pretty Happy
10010350,D,working fulltime,42,NA,no,12,w. sou. central,0,0,0,$3000 to 3999,lt once a year,1,2,0,NA,Not Happy
10010352,D,working fulltime,86,NA,no,20,e. nor. central,0,0,0,$25000 or more,never,2,4,0,0,Pretty Happy
10010354,D,working fulltime,28,NA,no,12,w. sou. central,NA,NA,NA,$20000 - 24999,sevrl times a yr,3,NA,0,0,Pretty Happy
10010355,D,working fulltime,42,NA,no,13,w. sou. central,0,0,0,NA,2-3x a month,2,5,0,0,Pretty Happy
10010356,D,retired,NA,no,no,12,w. sou. central,0,0,0,$25000 or more,every week,3,NA,0,0,Not Happy
10010357,D,keeping house,23,no,NA,12,w. sou. central,0,0,0,NA,more thn once wk,2,5,1,0,Very Happy
10010358,D,working fulltime,51,yes,no,13,e. nor. central,0,0,0,$25000 or more,lt once a year,2,2,0,0,Pretty Happy
10010359,D,working fulltime,45,yes,no,10,w. sou. central,1,1,2,$25000 or more,every week,1,NA,0,1,Very Happy
10010362,D,working parttime,40,NA,NA,12,w. sou. central,0,0,0,NA,lt once a year,1,NA,0,1,Pretty Happy
10010364,D,keeping house,46,yes,yes,12,w. sou. central,1,1,0,$25000 or more,more thn once wk,2,0,1,0,Very Happy
10010365,D,retired,48,NA,NA,16,w. sou. central,0,0,0,$25000 or more,never,1,NA,0,0,Very Happy
10010366,D,working parttime,44,NA,NA,15,w. sou. central,0,0,0,$25000 or more,sevrl times a yr,3,3,0,NA,Very Happy
10010367,D,working fulltime,40,NA,NA,14,south atlantic,0,0,0,$6000 to 6999,every week,2,6,1,1,Pretty Happy
10010368,D,keeping house,30,no,NA,11,south atlantic,0,0,0,$15000 - 19999,every week,2,8,0,1,Pretty Happy
10010370,D,working fulltime,51,NA,no,11,south atlantic,1,1,0,$20000 - 24999,never,1,NA,1,0,Not Happy
10010371,NA,keeping house,30,NA,no,12,south atlantic,1,1,0,$15000 - 19999,2-3x a month,1,8,1,NA,Pretty Happy
10010374,D,working fulltime,60,yes,no,12,south atlantic,0,0,0,$25000 or more,sevrl times a yr,3,1,0,NA,Pretty Happy
10010375,D,working fulltime,22,no,no,10,foreign,2,1,0,$25000 or more,sevrl times a yr,3,1,0,NA,Pretty Happy
10010376,D,keeping house,34,no,no,12,middle atlantic,0,1,0,$25000 or more,sevrl times a yr,1,NA,1,0,Pretty Happy
10010377,D,retired,42,no,no,9,south atlantic,0,0,0,$25000 or more,never,3,NA,0,NA,Pretty Happy
10010378,D,temp not working,64,no,no,18,south atlantic,1,0,0,$25000 or more,sevrl times a yr,2,1,1,0,Very Happy
10010380,D,working fulltime,33,NA,NA,16,south atlantic,0,0,0,NA,never,1,NA,0,1,Pretty Happy
10010385,D,retired,NA,no,no,12,south atlantic,0,0,0,$15000 - 19999,sevrl times a yr,1,5,0,NA,Pretty Happy
10010386,D,working fulltime,47,no,no,12,w. nor. central,0,0,0,$25000 or more,every week,2,2,1,0,Very Happy
10010387,D,working parttime,42,NA,NA,14,south atlantic,0,0,0,$25000 or more,sevrl times a yr,1,4,1,NA,Pretty Happy
10010388,D,working parttime,47,yes,no,15,south atlantic,0,0,1,$25000 or more,2-3x a month,1,NA,1,0,Very Happy
10010389,D,keeping house,36,yes,NA,12,mountain,3,0,1,$25000 or more,lt once a year,2,1,1,0,Pretty Happy
10010392,D,working fulltime,38,NA,NA,16,south atlantic,0,0,0,$25000 or more,never,3,NA,0,0,Very Happy
10010393,D,keeping house,32,no,no,14,e. nor. central,0,0,0,$25000 or more,once a month,1,2,1,NA,Pretty Happy
10010394,D,working fulltime,49,no,no,16,e. nor. central,0,0,0,$25000 or more,once a month,1,NA,0,0,Pretty Happy
10010399,D,keeping house,30,NA,NA,12,e. nor. central,0,0,0,NA,never,2,12,1,0,Not Happy
10010401,D,keeping house,NA,NA,NA,12,south atlantic,0,0,0,$1000 to 2999,never,3,1,1,NA,Pretty Happy
10010402,D,working fulltime,30,NA,NA,12,e. nor. central,0,0,0,$25000 or more,once a year,2,2,0,0,Pretty Happy
10010403,D,retired,63,NA,no,18,middle atlantic,0,0,0,$25000 or more,once a month,3,NA,0,0,Pretty Happy
10010405,D,keeping house,NA,NA,no,12,e. nor. central,0,2,0,lt $1000,sevrl times a yr,1,NA,1,0,Very Happy
10010407,D,working fulltime,NA,NA,NA,12,e. nor. central,0,0,0,$10000 - 14999,lt once a year,2,2,0,0,Pretty Happy
10010408,NA,working fulltime,42,NA,no,12,e. nor. central,1,0,0,$25000 or more,sevrl times a yr,1,0,1,NA,Pretty Happy
10010409,D,working fulltime,51,yes,no,14,pacific,0,0,0,$25000 or more,once a year,2,3,1,0,Pretty Happy
10010410,D,working fulltime,46,no,no,12,e. nor. central,3,1,1,$25000 or more,once a month,3,NA,1,0,Very Happy
10010411,D,working fulltime,74,NA,NA,17,e. nor. central,0,0,0,$25000 or more,once a month,2,1,1,0,Very Happy
10010412,D,working parttime,65,no,no,13,e. nor. central,2,0,0,$25000 or more,never,2,1,1,1,Pretty Happy
10010413,D,working fulltime,51,NA,no,16,middle atlantic,0,0,0,$25000 or more,once a year,1,2,0,NA,Very Happy
10010415,D,working fulltime,30,yes,no,12,foreign,1,1,0,$25000 or more,every week,1,1,0,NA,Pretty Happy
10010416,D,working fulltime,66,no,NA,17,e. nor. central,2,1,0,$25000 or more,once a month,1,NA,1,0,Pretty Happy
10010418,D,working fulltime,17,NA,no,12,e. nor. central,0,1,0,$10000 - 14999,NA,1,2,1,NA,Pretty Happy
10010419,D,working fulltime,30,NA,no,13,e. nor. central,0,2,0,$15000 - 19999,lt once a year,1,4,0,NA,Very Happy
10010420,NA,other,35,yes,no,8,e. nor. central,0,1,0,$25000 or more,sevrl times a yr,1,NA,0,0,Not Happy
10010421,D,working fulltime,42,NA,no,9,e. nor. central,0,0,0,$25000 or more,never,1,2,0,NA,Pretty Happy
10010424,D,school,39,NA,NA,11,e. nor. central,0,0,0,$25000 or more,lt once a year,1,NA,1,1,Pretty Happy
10010425,D,working fulltime,44,NA,no,12,e. nor. central,0,0,0,$20000 - 24999,never,3,NA,0,1,Not Happy
10010426,D,working fulltime,45,no,no,13,e. nor. central,0,0,0,$25000 or more,never,2,4,1,1,Very Happy
10010427,D,retired,33,NA,no,14,e. nor. central,0,1,0,$25000 or more,never,3,2,0,NA,Pretty Happy
10010428,D,working fulltime,35,NA,NA,12,e. nor. central,1,1,0,$25000 or more,never,2,3,0,1,Pretty Happy
10010432,D,working parttime,44,yes,NA,12,e. nor. central,0,0,0,$25000 or more,every week,1,NA,1,0,Not Happy
10010433,D,working fulltime,60,NA,NA,17,south atlantic,0,0,0,$25000 or more,once a year,3,NA,0,NA,Pretty Happy
10010434,D,working fulltime,NA,yes,no,18,middle atlantic,0,1,2,$25000 or more,nrly every week,3,NA,0,0,Very Happy
10010435,NA,retired,46,no,NA,12,middle atlantic,0,0,0,$25000 or more,never,1,NA,1,NA,Very Happy
10010436,D,working fulltime,51,no,no,12,e. nor. central,0,0,0,$25000 or more,sevrl times a yr,2,3,0,0,Pretty Happy
10010437,NA,working fulltime,60,no,no,12,foreign,0,0,0,$25000 or more,once a year,1,NA,0,0,Pretty Happy
10010438,D,working fulltime,51,yes,no,12,south atlantic,0,0,1,$25000 or more,never,2,3,0,0,Very Happy
10010439,D,keeping house,NA,no,no,12,south atlantic,0,1,2,$25000 or more,never,1,NA,1,0,Pretty Happy
10010440,D,working fulltime,60,yes,no,13,south atlantic,0,0,0,$25000 or more,never,3,2,0,NA,Pretty Happy
10010443,D,working fulltime,51,no,no,16,middle atlantic,NA,NA,NA,$25000 or more,once a year,2,1,1,0,Very Happy
10010444,D,retired,59,NA,no,12,e. nor. central,0,0,0,$25000 or more,never,1,6,1,NA,Pretty Happy
10010450,D,retired,31,no,no,14,e. sou. central,0,0,0,$25000 or more,sevrl times a yr,2,2,0,0,Very Happy
10010451,D,working fulltime,53,NA,NA,14,south atlantic,0,0,0,$25000 or more,never,3,6,0,NA,Pretty Happy
10010452,D,working fulltime,57,no,no,14,foreign,1,0,0,$20000 - 24999,every week,1,NA,1,0,Very Happy
10010456,D,working fulltime,36,no,no,14,foreign,0,0,1,$25000 or more,every week,1,NA,1,0,Pretty Happy
10010458,D,working fulltime,23,NA,NA,12,e. sou. central,0,0,0,$25000 or more,more thn once wk,2,3,0,1,Pretty Happy
10010461,D,working fulltime,51,NA,no,12,w. nor. central,0,0,2,$10000 - 14999,more thn once wk,1,2,1,NA,Pretty Happy
10010462,D,working fulltime,33,yes,no,12,w. nor. central,0,2,0,$25000 or more,once a month,1,2,0,NA,Pretty Happy
10010463,D,keeping house,22,no,no,12,w. sou. central,0,0,2,$20000 - 24999,every week,2,3,1,0,Not Happy
10010465,D,keeping house,42,no,no,15,w. nor. central,1,2,3,$25000 or more,nrly every week,2,8,1,0,Pretty Happy
10010466,D,keeping house,47,yes,no,12,w. nor. central,2,0,0,$25000 or more,once a year,2,4,1,0,Pretty Happy
10010468,D,working fulltime,44,NA,no,16,w. nor. central,0,0,0,$20000 - 24999,never,2,3,0,1,Pretty Happy
10010469,D,working fulltime,36,NA,NA,14,w. nor. central,0,0,0,NA,once a month,2,2,0,0,Pretty Happy
10010473,D,retired,42,no,NA,8,w. nor. central,0,0,0,NA,lt once a year,1,NA,1,0,Very Happy
10010474,D,retired,24,NA,no,11,w. sou. central,1,0,0,$15000 - 19999,more thn once wk,3,NA,0,0,Pretty Happy
10010476,D,working fulltime,39,no,no,13,w. sou. central,0,0,0,$20000 - 24999,more thn once wk,3,2,1,NA,Pretty Happy
10010477,D,other,40,NA,NA,13,w. nor. central,0,0,1,NA,once a year,1,4,1,NA,Not Happy
10010478,D,working fulltime,43,NA,NA,12,w. nor. central,0,2,1,$10000 - 14999,never,1,1,1,NA,Pretty Happy
10010479,D,retired,33,yes,no,14,w. nor. central,1,0,0,$15000 - 19999,every week,2,2,0,0,Very Happy
10010480,D,retired,44,yes,NA,12,w. nor. central,0,0,0,NA,2-3x a month,2,4,1,0,Pretty Happy
10010481,D,other,24,NA,NA,NA,mountain,0,0,0,$5000 to 5999,once a year,1,1,0,NA,Pretty Happy
10010483,D,working parttime,41,NA,NA,13,mountain,0,0,0,$10000 - 14999,nrly every week,1,NA,1,0,Pretty Happy
10010484,D,working fulltime,48,NA,NA,17,mountain,0,0,0,$20000 - 24999,never,2,2,0,0,Pretty Happy
10010486,D,working fulltime,43,NA,NA,18,e. nor. central,0,0,0,$15000 - 19999,once a year,3,NA,0,1,Not Happy
10010489,D,working fulltime,73,NA,NA,20,mountain,0,0,0,$25000 or more,lt once a year,2,0,0,1,Pretty Happy
10010490,D,working fulltime,24,NA,NA,16,mountain,0,0,0,$25000 or more,once a month,1,5,0,NA,Pretty Happy
10010492,D,working fulltime,34,no,no,14,mountain,0,0,0,$25000 or more,sevrl times a yr,1,2,1,NA,Very Happy
10010494,D,working fulltime,65,no,no,16,mountain,0,0,0,$25000 or more,sevrl times a yr,3,NA,1,0,Very Happy
10010500,D,retired,34,no,NA,11,pacific,0,0,0,$25000 or more,every week,2,2,0,0,Very Happy
10010501,D,retired,40,no,NA,12,w. nor. central,0,0,0,$20000 - 24999,NA,3,NA,1,0,Very Happy
10010502,D,working fulltime,49,yes,no,16,mountain,0,0,0,$25000 or more,every week,3,NA,1,0,Very Happy
10010503,D,working fulltime,59,yes,NA,13,mountain,0,0,0,$25000 or more,once a month,1,1,1,NA,Pretty Happy
10010505,D,retired,33,no,NA,12,mountain,0,0,0,$4000 to 4999,never,2,5,1,0,Pretty Happy
10010506,D,working fulltime,45,no,NA,14,mountain,1,0,0,$25000 or more,once a year,1,1,0,NA,Pretty Happy
10010508,D,keeping house,17,NA,NA,8,e. nor. central,0,0,0,$10000 - 14999,never,1,8,1,NA,Pretty Happy
10010509,D,working fulltime,32,NA,yes,8,e. nor. central,0,0,0,$10000 - 14999,once a month,1,NA,1,0,Not Happy
10010510,D,working parttime,29,NA,no,17,e. nor. central,0,0,0,$25000 or more,never,1,1,1,NA,Very Happy
10010514,D,retired,64,no,no,8,foreign,NA,NA,NA,NA,once a year,1,NA,0,0,Pretty Happy
10010515,D,retired,34,no,NA,14,e. nor. central,0,0,0,NA,every week,1,6,1,NA,Pretty Happy
10010518,D,working fulltime,51,no,NA,14,e. nor. central,3,1,1,$25000 or more,every week,3,NA,0,0,Pretty Happy
10010519,D,keeping house,36,NA,NA,14,e. nor. central,0,0,0,$25000 or more,nrly every week,3,4,0,NA,Very Happy
10010521,D,keeping house,NA,NA,NA,12,e. nor. central,0,0,0,NA,never,3,NA,1,NA,Pretty Happy
10010523,D,keeping house,34,NA,NA,12,south atlantic,1,0,1,$25000 or more,never,2,4,0,0,Pretty Happy
10010524,D,working parttime,47,NA,NA,11,south atlantic,0,0,1,$15000 - 19999,2-3x a month,2,3,0,0,Not Happy
10010525,D,retired,23,yes,no,9,south atlantic,0,0,0,NA,2-3x a month,2,3,1,0,Pretty Happy
10010527,D,working fulltime,23,no,NA,12,south atlantic,0,0,0,$4000 to 4999,once a month,1,NA,1,0,Pretty Happy
10010529,NA,working fulltime,47,NA,no,14,foreign,0,0,0,$10000 - 14999,sevrl times a yr,1,4,0,NA,Very Happy
10010530,D,retired,23,yes,NA,7,south atlantic,1,1,0,NA,sevrl times a yr,1,NA,1,0,Not Happy
10010532,D,working parttime,24,NA,NA,14,middle atlantic,0,0,0,$25000 or more,never,1,4,1,NA,Very Happy
10010534,D,retired,31,no,NA,6,foreign,0,0,0,$10000 - 14999,2-3x a month,2,4,0,0,Pretty Happy
10010536,D,retired,66,NA,no,16,foreign,0,0,0,$10000 - 14999,every week,2,2,1,0,Pretty Happy
10010538,D,keeping house,66,no,no,12,foreign,0,0,0,$25000 or more,every week,1,NA,1,0,Pretty Happy
10010541,D,retired,47,NA,no,16,pacific,0,0,0,NA,never,2,1,1,1,Very Happy
10010542,D,working fulltime,57,NA,no,18,pacific,0,0,0,$25000 or more,lt once a year,2,0,1,0,Very Happy
10010543,D,working fulltime,39,NA,NA,15,pacific,0,0,1,$25000 or more,sevrl times a yr,3,NA,1,NA,Very Happy
10010546,D,school,27,NA,NA,14,foreign,0,0,0,$10000 - 14999,lt once a year,2,0,0,0,Not Happy
10010547,D,working fulltime,33,NA,NA,19,w. nor. central,0,0,0,$25000 or more,lt once a year,1,0,0,NA,Pretty Happy
10010548,D,temp not working,48,NA,NA,16,pacific,0,0,0,$25000 or more,never,1,NA,0,0,Pretty Happy
10010551,D,working fulltime,35,NA,NA,11,e. nor. central,0,0,0,$8000 to 9999,every week,2,0,1,0,Pretty Happy
10010552,D,retired,51,no,no,8,mountain,0,0,0,NA,never,3,NA,0,0,Very Happy
10010553,D,working fulltime,73,no,no,17,pacific,0,1,2,$25000 or more,never,3,NA,0,0,Very Happy
10010555,D,working fulltime,64,no,no,18,mountain,2,0,0,$25000 or more,nrly every week,3,1,1,NA,Pretty Happy
10010557,D,working fulltime,65,no,no,18,e. nor. central,0,0,1,$25000 or more,once a month,2,1,1,0,Very Happy
10010558,D,working fulltime,36,no,no,14,w. sou. central,2,0,0,$25000 or more,every week,2,0,0,0,Pretty Happy
10010559,D,keeping house,42,no,no,13,middle atlantic,0,1,1,$25000 or more,once a year,2,5,1,1,Pretty Happy
10010561,D,retired,24,no,NA,12,middle atlantic,0,0,0,NA,once a month,1,3,1,NA,Pretty Happy
10010562,D,keeping house,30,no,no,12,pacific,2,1,0,$25000 or more,never,3,3,1,NA,Pretty Happy
10010568,D,working fulltime,41,no,NA,16,middle atlantic,0,0,1,NA,sevrl times a yr,1,2,0,NA,Not Happy
10010570,D,keeping house,35,no,NA,12,middle atlantic,0,0,0,$10000 - 14999,every week,1,2,1,NA,Pretty Happy
10010573,D,working fulltime,22,NA,NA,14,middle atlantic,0,0,0,$25000 or more,never,2,2,0,0,Pretty Happy
10010575,D,retired,33,no,NA,10,e. nor. central,0,0,0,NA,never,2,3,0,0,Not Happy
10010576,D,keeping house,65,NA,no,12,middle atlantic,1,1,0,$3000 to 3999,sevrl times a yr,2,0,1,0,Not Happy
10010577,D,keeping house,66,no,no,18,middle atlantic,NA,NA,NA,$10000 - 14999,every week,1,NA,1,0,Pretty Happy
10010579,D,retired,44,no,NA,12,middle atlantic,0,0,0,NA,every week,1,5,1,NA,Very Happy
10010581,D,working fulltime,33,NA,NA,12,middle atlantic,0,0,2,NA,lt once a year,3,NA,0,1,Pretty Happy
10010583,D,working fulltime,45,NA,NA,NA,middle atlantic,0,2,2,$15000 - 19999,lt once a year,3,1,1,NA,Not Happy
10010585,NA,other,24,NA,no,10,south atlantic,0,0,0,$15000 - 19999,never,1,3,1,NA,Pretty Happy
10010587,D,keeping house,22,NA,no,NA,south atlantic,3,0,0,NA,sevrl times a yr,2,5,1,1,Very Happy
10010588,D,retired,47,no,NA,12,south atlantic,0,0,0,NA,never,1,NA,0,0,Not Happy
10010590,D,other,NA,NA,NA,9,south atlantic,0,0,0,$25000 or more,sevrl times a yr,1,NA,0,0,Pretty Happy
10010592,D,retired,60,NA,no,13,south atlantic,0,0,0,$25000 or more,2-3x a month,2,5,1,0,Very Happy
10010593,D,retired,30,yes,no,8,w. sou. central,0,0,0,$25000 or more,sevrl times a yr,1,12,0,NA,Very Happy
10010594,D,working fulltime,22,NA,NA,11,south atlantic,0,0,0,$25000 or more,once a year,2,3,1,0,Pretty Happy
