ID,Alcohol_Consumption
10004387,Once a week
10004389,2 - 3 times a month
10004390,2 - 3 times a month
10004391,Rarely
10004392,
10004395,Once a month
10004396,2 - 3 times a month
10004397,
10004398,Never
10004399,Once a month
10004400,Occassional
10004403,Occassional
10004405,2 - 3 times a month
10004406,Once a month
10004407,Occassional
10004409,Rarely
10004410,2 - 3 times a month
10004414,Occassional
10004415,Occassional
10004418,Once a month
10004419,Never
10004420,Rarely
10004421,Once a month
10004424,Once a week
10004425,Once a month
10004426,Once a week
10004427,
10004434,Once a month
10004436,Rarely
10004437,Once a month
10004440,Occassional
10004441,2 - 3 times a month
10004443,Once a week
10004448,2 - 3 times a month
10004449,2 - 3 times a month
10004451,Once a week
10004453,Once a week
10004455,Rarely
10004456,Rarely
10004457,Occassional
10004458,Rarely
10004459,Multiple times in a week
10004461,Once a week
10004462,2 - 3 times a month
10004463,Never
10004466,Rarely
10004468,Occassional
10004469,Once a month
10004470,Once a month
10004472,2 - 3 times a month
10004473,Rarely
10004475,Never
10004477,Never
10004479,2 - 3 times a month
10004484,Occassional
10004485,Occassional
10004486,Once a month
10004489,Occassional
10004491,Once a week
10004492,Once a month
10004493,Never
10004494,
10004495,Multiple times in a week
10004496,Once a week
10004497,Occassional
10004498,Rarely
10004499,Once a month
10004500,Occassional
10004502,Once a week
10004504,Rarely
10004505,Once a week
10004506,Rarely
10004507,Never
10004510,Rarely
10004511,Once a month
10004513,Once a week
10004515,Occassional
10004517,Once a week
10004518,Rarely
10004519,Never
10004520,Occassional
10004521,Once a week
10004522,Once a month
10004525,Rarely
10004526,2 - 3 times a month
10004528,
10004532,Once a month
10004533,Multiple times in a week
10004534,Once a month
10004536,Never
10004537,Once a week
10004539,Rarely
10004540,2 - 3 times a month
10004541,Once a week
10004543,Occassional
10004546,Never
10004547,Never
10004549,Occassional
10004553,Rarely
10004554,Occassional
10004556,2 - 3 times a month
10004557,Occassional
10004558,Occassional
10004560,Once a month
10004561,Never
10004562,Rarely
10004568,Never
10004569,Once a month
10004570,2 - 3 times a month
10004571,
10004572,Rarely
10004574,Rarely
10004575,Once a week
10004576,Once a week
10004578,Occassional
10004579,Never
10004580,Never
10004581,Once a week
10004583,
10004584,Once a month
10004585,Once a week
10004588,Multiple times in a week
10004589,Never
10004591,Once a month
10004593,2 - 3 times a month
10004595,Never
10004596,Multiple times in a week
10004597,
10004598,Multiple times in a week
10004599,Occassional
10004600,Rarely
10004602,
10004606,2 - 3 times a month
10004607,Occassional
10004610,Rarely
10004611,Never
10004612,Multiple times in a week
10004614,2 - 3 times a month
10004615,Once a month
10004616,Occassional
10004617,Never
10004618,Once a month
10004619,Multiple times in a week
10004620,Once a week
10004623,2 - 3 times a month
10004625,Never
10004626,Multiple times in a week
10004627,Never
10004628,Once a month
10004629,Never
10004630,
10004632,Once a week
10004633,Rarely
10004635,2 - 3 times a month
10004636,Once a month
10004637,Never
10004638,
10004639,Rarely
10004640,Never
10004641,2 - 3 times a month
10004642,Never
10004643,Occassional
10004644,Occassional
10004645,Never
10004646,Rarely
10004647,Once a month
10004649,Once a month
10004650,Never
10004651,Multiple times in a week
10004653,Occassional
10004654,Once a month
10004656,Never
10004657,Once a week
10004659,Never
10004660,Rarely
10004661,
10004662,Once a month
10004663,Rarely
10004665,Never
10004667,Occassional
10004668,Once a week
10004669,Rarely
10004670,Rarely
10004671,Once a month
10004673,Occassional
10004677,2 - 3 times a month
10004681,Once a week
10004682,Once a week
10004684,Rarely
10004685,Multiple times in a week
10004688,Occassional
10004690,Once a month
10004691,Never
10004692,2 - 3 times a month
10004693,2 - 3 times a month
10004694,Never
10004695,2 - 3 times a month
10004696,Rarely
10004697,Occassional
10004698,Once a month
10004699,2 - 3 times a month
10004700,Rarely
10004701,2 - 3 times a month
10004702,Rarely
10004703,2 - 3 times a month
10004704,Once a month
10004706,2 - 3 times a month
10004707,Once a week
10004710,2 - 3 times a month
10004711,Occassional
10004712,Occassional
10004714,Occassional
10004715,Once a week
10004717,2 - 3 times a month
10004718,Multiple times in a week
10004719,Rarely
10004720,Occassional
10004721,Multiple times in a week
10004722,Never
10004723,Once a month
10004724,Occassional
10004725,2 - 3 times a month
10004726,Never
10004728,
10004732,Rarely
10004736,Multiple times in a week
10004737,Multiple times in a week
10004738,Once a week
10004739,2 - 3 times a month
10004742,Occassional
10004743,Once a week
10004744,Occassional
10004745,Once a week
10004746,Rarely
10004749,Never
10004750,
10004751,2 - 3 times a month
10004752,2 - 3 times a month
10004754,Once a month
10004757,Once a week
10004759,
10004760,Occassional
10004761,2 - 3 times a month
10004762,Once a month
10004763,Occassional
10004765,Occassional
10004766,Once a month
10004768,2 - 3 times a month
10004770,2 - 3 times a month
10004771,Rarely
10004773,Multiple times in a week
10004774,Occassional
10004777,Once a month
10004779,Rarely
10004780,Multiple times in a week
10004781,Never
10004782,Occassional
10004783,
10004787,Once a week
10004788,Never
10004791,2 - 3 times a month
10004793,Never
10004794,Rarely
10004795,Occassional
10004796,Occassional
10004797,Rarely
10004799,Once a month
10004801,Never
10004806,Once a week
10004809,
10004810,Once a month
10004811,Never
10004812,Occassional
10004815,Once a month
10004816,Rarely
10004818,
10004820,Once a week
10004822,Occassional
10004825,Once a month
10004826,Rarely
10004828,Rarely
10004831,
10004832,2 - 3 times a month
10004834,Once a week
10004837,Occassional
10004839,Rarely
10004841,Occassional
10004843,Never
10004845,2 - 3 times a month
10004846,Rarely
10004847,Once a week
10004848,2 - 3 times a month
10004849,Once a month
10004850,Multiple times in a week
10004851,Rarely
10004852,Occassional
10004854,2 - 3 times a month
10004855,
10004858,Rarely
10004859,Once a week
10004860,Never
10004863,Occassional
10004864,Once a week
10004865,2 - 3 times a month
10004867,2 - 3 times a month
10004869,Rarely
10004872,Rarely
10004873,Once a week
10004876,Occassional
10004877,Once a week
10004878,Multiple times in a week
10004879,Once a week
10004880,Multiple times in a week
10004881,Multiple times in a week
10004885,Never
10004886,Occassional
10004887,Rarely
10004888,Occassional
10004894,Occassional
10004895,Once a month
10004896,Never
10004898,Once a week
10004899,2 - 3 times a month
10004900,Once a week
10004901,Occassional
10004903,
10004904,Once a month
10004905,Never
10004906,Once a week
10004907,Occassional
10004908,2 - 3 times a month
10004909,Once a week
10004911,2 - 3 times a month
10004914,2 - 3 times a month
10004916,
10004917,Once a month
10004919,Once a month
10004920,Never
10004925,Rarely
10004926,2 - 3 times a month
10004927,Rarely
10004928,Occassional
10004930,Once a week
10004931,Once a week
10004932,Once a month
10004933,Never
10004935,Once a week
10004937,Never
10004941,2 - 3 times a month
10004942,Rarely
10004943,Rarely
10004944,Once a week
10004945,Once a week
10004946,Once a month
10004947,Occassional
10004950,Once a month
10004952,
10004953,Once a week
10004954,Never
10004956,
10004957,Once a month
10004958,Once a month
10004960,Rarely
10004961,Rarely
10004962,Once a month
10004963,Once a month
10004966,Once a month
10004967,Occassional
10004968,Once a month
10004969,
10004970,Occassional
10004971,
10004972,2 - 3 times a month
10004974,Occassional
10004975,Never
10004976,Once a week
10004977,Once a month
10004978,Rarely
10004979,Multiple times in a week
10004980,Once a week
10004981,Once a week
10004988,Occassional
10004991,Rarely
10004992,Rarely
10004993,Once a week
10004995,Once a week
10004996,Once a month
10004997,Rarely
10004999,Once a week
10005006,2 - 3 times a month
10005008,Once a week
10005009,Occassional
10005011,
10005012,Rarely
10005013,Multiple times in a week
10005015,Once a week
10005017,Once a week
10005018,Once a week
10005021,2 - 3 times a month
10005022,2 - 3 times a month
10005024,Once a month
10005025,Once a month
10005026,Occassional
10005029,Once a week
10005030,Never
10005031,Occassional
10005032,Once a week
10005033,Once a week
10005035,2 - 3 times a month
10005036,Rarely
10005039,Rarely
10005040,2 - 3 times a month
10005041,Rarely
10005042,Never
10005043,Rarely
10005044,2 - 3 times a month
10005046,Never
10005048,2 - 3 times a month
10005049,Once a month
10005050,Rarely
10005051,Never
10005052,Rarely
10005053,
10005054,Once a week
10005055,
10005056,
10005057,Rarely
10005058,
10005060,Never
10005062,
10005065,Rarely
10005066,Multiple times in a week
10005067,Rarely
10005068,Never
10005070,Never
10005071,Once a week
10005072,Once a week
10005075,Rarely
10005076,2 - 3 times a month
10005077,Once a month
10005078,Never
10005080,
10005081,
10005082,Occassional
10005084,Once a month
10005089,Once a week
10005090,2 - 3 times a month
10005091,Once a week
10005094,2 - 3 times a month
10005098,Never
10005101,Once a week
10005105,Occassional
10005107,Once a week
10005109,Occassional
10005110,Occassional
10005112,Never
10005115,Occassional
10005116,Occassional
10005117,Once a week
10005118,Occassional
10005119,Occassional
10005120,Once a week
10005121,Multiple times in a week
10005122,Multiple times in a week
10005125,Once a month
10005126,2 - 3 times a month
10005127,Never
10005128,Never
10005131,Once a week
10005132,2 - 3 times a month
10005133,Multiple times in a week
10005135,Once a week
10005137,Once a month
10005139,Rarely
10005140,2 - 3 times a month
10005141,Never
10005142,Rarely
10005143,Rarely
10005145,Never
10005146,Once a week
10005147,2 - 3 times a month
10005149,Rarely
10005150,
10005151,2 - 3 times a month
10005154,Once a week
10005155,2 - 3 times a month
10005158,Once a week
10005162,Occassional
10005163,Multiple times in a week
10005164,Once a month
10005165,
10005169,Once a month
10005170,Never
10005171,Occassional
10005173,Once a month
10005174,Occassional
10005177,Rarely
10005179,Occassional
10005180,Once a week
10005181,Occassional
10005184,2 - 3 times a month
10005185,2 - 3 times a month
10005186,Once a week
10005188,2 - 3 times a month
10005189,Once a week
10005190,Once a week
10005193,2 - 3 times a month
10005194,Occassional
10005195,Occassional
10005196,Occassional
10005199,Occassional
10005202,Multiple times in a week
10005203,Occassional
10005204,Once a month
10005205,Multiple times in a week
10005206,
10005207,Never
10005208,Never
10005209,Never
10005210,Occassional
10005212,Once a week
10005214,Occassional
10005215,Never
10005218,Multiple times in a week
10005219,Rarely
10005221,Rarely
10005226,Once a month
10005228,Rarely
10005230,2 - 3 times a month
10005231,Occassional
10005232,Occassional
10005236,Once a week
10005237,Rarely
10005242,2 - 3 times a month
10005245,Multiple times in a week
10005250,Once a month
10005251,Rarely
10005252,Once a week
10005254,2 - 3 times a month
10005255,Rarely
10005257,Multiple times in a week
10005258,Occassional
10005259,
10005260,Rarely
10005263,Once a month
10005265,Rarely
10005268,2 - 3 times a month
10005272,2 - 3 times a month
10005273,Rarely
10005274,Once a week
10005276,Multiple times in a week
10005277,Once a month
10005278,Rarely
10005279,Never
10005281,Rarely
10005284,Multiple times in a week
10005285,Occassional
10005287,Never
10005288,Occassional
10005289,Once a month
10005295,Once a month
10005297,Occassional
10005298,Occassional
10005300,Once a week
10005301,2 - 3 times a month
10005302,Rarely
10005304,
10005305,Once a month
10005306,Multiple times in a week
10005308,Once a week
10005310,Multiple times in a week
10005312,Occassional
10005313,Once a week
10005319,Never
10005320,Once a month
10005322,2 - 3 times a month
10005323,Never
10005324,Once a month
10005328,Never
10005330,Once a week
10005333,Never
10005334,Once a week
10005335,Once a month
10005336,2 - 3 times a month
10005337,Once a week
10005338,2 - 3 times a month
10005339,Rarely
10005341,Rarely
10005344,2 - 3 times a month
10005345,Once a week
10005347,Multiple times in a week
10005349,Occassional
10005350,Once a week
10005355,2 - 3 times a month
10005357,Once a week
10005358,Occassional
10005359,Once a month
10005360,Occassional
10005361,Once a week
10005362,Once a month
10005363,Once a week
10005365,2 - 3 times a month
10005366,Rarely
10005367,Once a week
10005368,Once a month
10005369,Once a week
10005370,Occassional
10005371,Once a month
10005373,Occassional
10005374,Never
10005375,Rarely
10005378,Once a week
10005381,Once a week
10005383,Multiple times in a week
10005384,Once a week
10005385,Never
10005392,2 - 3 times a month
10005393,Never
10005395,2 - 3 times a month
10005396,Once a week
10005397,Rarely
10005398,Once a week
10005399,Once a month
10005402,Once a month
10005404,Never
10005405,
10005406,Multiple times in a week
10005410,Never
10005412,2 - 3 times a month
10005413,
10005415,Multiple times in a week
10005416,Occassional
10005417,Never
10005421,2 - 3 times a month
10005422,Never
10005423,Rarely
10005424,Once a week
10005425,Once a month
10005426,Once a week
10005428,Once a week
10005431,Rarely
10005433,Once a week
10005435,Once a week
10005436,Once a month
10005437,Once a week
10005438,Once a month
10005440,Never
10005441,Multiple times in a week
10005442,Occassional
10005444,
10005446,Rarely
10005447,Rarely
10005449,Occassional
10005454,Once a month
10005456,Rarely
10005459,Rarely
10005461,Never
10005463,Rarely
10005464,2 - 3 times a month
10005465,Occassional
10005466,Never
10005468,Rarely
10005470,2 - 3 times a month
10005473,Never
10005474,Once a week
10005477,Occassional
10005479,Occassional
10005480,2 - 3 times a month
10005481,Once a week
10005484,Rarely
10005486,Occassional
10005487,Never
10005488,Multiple times in a week
10005494,Occassional
10005495,Occassional
10005496,Occassional
10005498,Once a month
10005500,Multiple times in a week
10005502,2 - 3 times a month
10005503,Once a week
10005504,Rarely
10005505,Occassional
10005508,Never
10005509,Never
10005510,Never
10005513,Never
10005515,Occassional
10005516,Once a month
10005518,Rarely
10005520,2 - 3 times a month
10005523,Once a month
10005525,2 - 3 times a month
10005527,2 - 3 times a month
10005528,Rarely
10005531,Once a month
10005533,Once a month
10005534,Once a month
10005536,2 - 3 times a month
10005537,Once a week
10005538,2 - 3 times a month
10005542,Never
10005543,Once a week
10005544,Once a month
10005545,Rarely
10005546,Multiple times in a week
10005548,Rarely
10005549,Occassional
10005551,Never
10005556,Rarely
10005557,Rarely
10005558,Multiple times in a week
10005559,Once a month
10005560,Once a month
10005562,2 - 3 times a month
10005563,Never
10005566,Once a month
10005568,Never
10005569,Rarely
10005570,Never
10005572,Multiple times in a week
10005576,Once a month
10005577,Never
10005578,Rarely
10005584,2 - 3 times a month
10005586,Once a month
10005587,Never
10005588,2 - 3 times a month
10005590,
10005592,Occassional
10005593,Never
10005594,Never
10005595,Occassional
10005596,Never
10005598,Once a month
10005599,Once a month
10005602,Occassional
10005603,Once a month
10005604,Once a month
10005605,Rarely
10005607,Once a month
10005608,2 - 3 times a month
10005610,2 - 3 times a month
10005611,Occassional
10005612,Once a month
10005616,Once a month
10005617,2 - 3 times a month
10005618,Rarely
10005621,Rarely
10005625,Once a week
10005629,Occassional
10005631,2 - 3 times a month
10005633,Once a month
10005634,Occassional
10005636,Once a week
10005637,Never
10005638,Rarely
10005640,Rarely
10005642,Multiple times in a week
10005646,2 - 3 times a month
10005647,Once a week
10005650,Once a month
10005653,Occassional
10005656,Never
10005658,Rarely
10005660,Rarely
10005661,Once a week
10005664,Rarely
10005666,Occassional
10005667,2 - 3 times a month
10005668,Once a month
10005672,
10005673,2 - 3 times a month
10005674,2 - 3 times a month
10005675,Once a week
10005676,2 - 3 times a month
10005677,Once a week
10005678,Once a month
10005681,2 - 3 times a month
10005682,Multiple times in a week
10005686,Never
10005687,Once a month
10005688,2 - 3 times a month
10005690,Once a month
10005691,Once a week
10005693,Rarely
10005694,Multiple times in a week
10005697,Rarely
10005698,Once a week
10005700,2 - 3 times a month
10005702,Once a month
10005703,Never
10005704,Rarely
10005705,Never
10005706,
10005707,Once a week
10005710,Occassional
10005711,Never
10005712,Rarely
10005714,Once a week
10005715,2 - 3 times a month
10005717,Multiple times in a week
10005718,Occassional
10005721,Multiple times in a week
10005722,Rarely
10005724,Occassional
10005725,Once a month
10005727,Rarely
10005730,Once a week
10005732,Once a month
10005736,Occassional
10005743,Rarely
10005744,2 - 3 times a month
10005746,Never
10005747,Never
10005748,Never
10005751,2 - 3 times a month
10005753,
10005755,Once a week
10005757,Occassional
10005758,2 - 3 times a month
10005760,Occassional
10005766,2 - 3 times a month
10005767,Never
10005768,2 - 3 times a month
10005769,Once a week
10005771,2 - 3 times a month
10005772,Once a month
10005773,Rarely
10005777,Multiple times in a week
10005778,Rarely
10005779,Never
10005780,Once a month
10005781,2 - 3 times a month
10005783,Occassional
10005784,Occassional
10005787,Never
10005790,Once a week
10005791,Never
10005792,Occassional
10005795,Never
10005796,Once a month
10005801,
10005803,Occassional
10005804,Rarely
10005805,Once a month
10005808,Occassional
10005809,Once a week
10005811,Once a week
10005812,Once a week
10005814,
10005815,2 - 3 times a month
10005816,Once a month
10005817,Rarely
10005819,Occassional
10005822,Multiple times in a week
10005823,Once a week
10005826,Never
10005829,Once a month
10005830,2 - 3 times a month
10005831,Once a week
10005834,Once a month
10005835,Never
10005836,Once a week
10005838,2 - 3 times a month
10005839,Once a week
10005841,Occassional
10005843,2 - 3 times a month
10005845,Once a month
10005846,Once a week
10005849,Once a week
10005851,Never
10005853,
10005858,Rarely
10005861,2 - 3 times a month
10005862,Once a week
10005864,Never
10005865,Once a week
10005868,Multiple times in a week
10005869,Multiple times in a week
10005870,Rarely
10005871,2 - 3 times a month
10005872,Once a month
10005874,Once a week
10005876,Occassional
10005877,Multiple times in a week
10005878,Never
10005879,Occassional
10005880,2 - 3 times a month
10005882,Never
10005883,Occassional
10005884,2 - 3 times a month
10005886,Occassional
10005887,Never
10005888,Occassional
10005889,Once a month
10005891,Never
10005892,Once a week
10005894,Once a month
10005895,Never
10005898,Occassional
10005899,Once a month
10005901,Once a month
10005903,Rarely
10005906,Once a week
10005907,2 - 3 times a month
10005908,
10005909,Once a week
10005910,Once a week
10005911,Never
10005913,Once a week
10005914,Never
10005915,
10005916,Occassional
10005921,Once a week
10005924,Once a week
10005925,Never
10005926,Rarely
10005929,
10005931,Occassional
10005932,Occassional
10005933,Rarely
10005936,Rarely
10005938,Rarely
10005939,Once a week
10005942,Once a week
10005943,Rarely
10005944,Once a month
10005946,Never
10005948,2 - 3 times a month
10005949,Once a month
10005950,Occassional
10005951,Once a week
10005952,Never
10005954,Never
10005955,Once a month
10005957,Once a week
10005960,Occassional
10005963,Never
10005965,Once a week
10005966,Once a month
10005967,Rarely
10005970,Never
10005971,Once a month
10005973,2 - 3 times a month
10005976,Occassional
10005979,Once a month
10005980,Rarely
10005982,Once a week
10005985,Once a week
10005986,2 - 3 times a month
10005989,Occassional
10005990,Once a week
10005991,Once a month
10005995,2 - 3 times a month
10005996,Once a week
10005998,Never
10005999,Multiple times in a week
10006000,Once a month
10006002,
10006003,Rarely
10006004,Once a week
10006005,Never
10006006,Once a week
10006008,Rarely
10006010,Rarely
10006012,2 - 3 times a month
10006013,
10006014,Never
10006015,Once a week
10006016,Rarely
10006017,Rarely
10006018,Once a week
10006019,
10006022,Occassional
10006023,Once a week
10006024,Rarely
10006025,2 - 3 times a month
10006026,Once a month
10006029,Multiple times in a week
10006030,Never
10006031,Never
10006032,Occassional
10006033,Never
10006035,2 - 3 times a month
10006036,Once a month
10006038,2 - 3 times a month
10006039,Multiple times in a week
10006041,Rarely
10006044,Never
10006045,Occassional
10006047,Rarely
10006049,Occassional
10006051,Rarely
10006054,Once a month
10006056,Rarely
10006058,Occassional
10006059,Rarely
10006060,Once a week
10006061,2 - 3 times a month
10006062,Once a month
10006065,Occassional
10006066,Rarely
10006067,Multiple times in a week
10006069,Once a week
10006070,Occassional
10006071,Once a month
10006072,Occassional
10006074,Occassional
10006075,
10006080,Rarely
10006082,Once a week
10006083,Once a week
10006085,2 - 3 times a month
10006088,2 - 3 times a month
10006089,2 - 3 times a month
10006091,Occassional
10006095,Once a week
10006096,Rarely
10006098,
10006099,Once a month
10006100,Occassional
10006102,Once a week
10006105,Once a month
10006107,Once a month
10006109,Occassional
10006111,
10006115,Multiple times in a week
10006118,Once a month
10006119,2 - 3 times a month
10006120,Rarely
10006123,2 - 3 times a month
10006124,
10006125,Once a month
10006126,Rarely
10006128,Occassional
10006130,2 - 3 times a month
10006131,2 - 3 times a month
10006133,Once a month
10006134,Rarely
10006135,Multiple times in a week
10006136,2 - 3 times a month
10006137,Rarely
10006139,
10006140,Once a month
10006142,2 - 3 times a month
10006143,Multiple times in a week
10006144,Occassional
10006146,Occassional
10006147,Once a week
10006148,Once a week
10006149,Occassional
10006150,Never
10006151,2 - 3 times a month
10006152,Occassional
10006153,Once a month
10006159,Occassional
10006160,Occassional
10006161,Never
10006162,Occassional
10006163,2 - 3 times a month
10006165,Once a week
10006168,Occassional
10006170,Once a month
10006171,Rarely
10006172,Rarely
10006173,
10006176,Never
10006179,Once a week
10006182,Rarely
10006184,Occassional
10006185,Rarely
10006186,Rarely
10006187,Once a week
10006189,Once a month
10006190,Once a week
10006191,Rarely
10006192,Once a month
10006193,Occassional
10006195,Never
10006196,2 - 3 times a month
10006197,Once a month
10006199,Multiple times in a week
10006200,Occassional
10006201,2 - 3 times a month
10006202,
10006205,Rarely
10006206,Occassional
10006207,Once a month
10006208,Rarely
10006210,2 - 3 times a month
10006211,Multiple times in a week
10006213,Occassional
10006214,Rarely
10006215,Occassional
10006216,
10006217,Multiple times in a week
10006218,Once a week
10006219,Never
10006220,Once a month
10006224,2 - 3 times a month
10006227,Rarely
10006229,Rarely
10006230,Rarely
10006231,Never
10006232,Multiple times in a week
10006235,Never
10006237,Occassional
10006238,Rarely
10006240,Never
10006241,Rarely
10006243,Rarely
10006246,Once a month
10006248,Rarely
10006251,Once a week
10006252,
10006254,Never
10006255,Once a week
10006259,Once a week
10006260,Multiple times in a week
10006263,Once a month
10006264,Once a week
10006265,Rarely
10006266,
10006267,Occassional
10006268,Multiple times in a week
10006269,Never
10006270,
10006272,Once a month
10006273,Never
10006274,Never
10006277,Once a month
10006278,Once a week
10006281,2 - 3 times a month
10006282,2 - 3 times a month
10006283,Rarely
10006284,Occassional
10006285,2 - 3 times a month
10006286,Occassional
10006287,Rarely
10006292,Once a month
10006293,2 - 3 times a month
10006294,Once a month
10006297,Once a week
10006298,2 - 3 times a month
10006299,Rarely
10006301,Never
10006304,Rarely
10006310,Rarely
10006311,Occassional
10006312,Occassional
10006313,2 - 3 times a month
10006315,Never
10006316,Once a month
10006317,Occassional
10006318,Once a week
10006319,Multiple times in a week
10006320,Once a week
10006321,Occassional
10006322,Rarely
10006324,Never
10006325,Once a week
10006330,Multiple times in a week
10006332,Once a week
10006333,2 - 3 times a month
10006335,2 - 3 times a month
10006336,2 - 3 times a month
10006337,Rarely
10006338,Never
10006340,Never
10006341,2 - 3 times a month
10006344,2 - 3 times a month
10006345,Once a month
10006346,Once a week
10006347,Once a week
10006348,Occassional
10006352,Never
10006353,Occassional
10006356,Rarely
10006357,Once a month
10006359,Rarely
10006360,Once a week
10006361,Rarely
10006362,Once a month
10006363,Once a month
10006364,Never
10006366,2 - 3 times a month
10006367,Once a week
10006368,Once a week
10006369,2 - 3 times a month
10006370,2 - 3 times a month
10006371,
10006373,Once a month
10006374,2 - 3 times a month
10006375,Once a month
10006376,Never
10006377,Rarely
10006378,
10006379,Occassional
10006380,Once a month
10006381,Occassional
10006382,Once a week
10006383,Once a week
10006384,Never
10006385,Never
10006386,Occassional
10006387,Rarely
10006388,
10006390,Never
10006392,Once a week
10006393,Rarely
10006394,Rarely
10006395,Never
10006396,Occassional
10006399,Never
10006400,Once a month
10006401,Never
10006405,Once a month
10006406,Once a month
10006407,2 - 3 times a month
10006408,2 - 3 times a month
10006409,Never
10006410,Rarely
10006412,Rarely
10006414,Rarely
10006417,
10006419,Occassional
10006420,
10006421,
10006424,Never
10006426,Rarely
10006427,Once a month
10006430,Once a week
10006434,Rarely
10006437,Once a month
10006438,2 - 3 times a month
10006441,Once a week
10006442,Once a month
10006443,Rarely
10006445,Once a month
10006446,Rarely
10006448,2 - 3 times a month
10006449,
10006451,2 - 3 times a month
10006452,Multiple times in a week
10006454,2 - 3 times a month
10006456,Occassional
10006457,
10006458,Rarely
10006461,Once a month
10006463,Once a week
10006465,Once a week
10006467,2 - 3 times a month
10006469,Once a week
10006472,Once a month
10006473,Multiple times in a week
10006475,2 - 3 times a month
10006476,Rarely
10006478,Rarely
10006479,Once a month
10006480,Rarely
10006481,Once a month
10006482,Rarely
10006483,Never
10006486,2 - 3 times a month
10006487,Once a week
10006488,Occassional
10006489,Once a week
10006490,Once a week
10006491,Once a week
10006492,Multiple times in a week
10006493,Once a month
10006495,Rarely
10006496,Rarely
10006498,Occassional
10006500,Occassional
10006501,Multiple times in a week
10006503,Once a week
10006504,Once a week
10006507,Once a week
10006508,Occassional
10006512,Rarely
10006514,Never
10006517,Rarely
10006519,
10006520,Once a month
10006521,Multiple times in a week
10006526,Occassional
10006527,2 - 3 times a month
10006530,Occassional
10006533,Occassional
10006534,Occassional
10006535,Once a month
10006536,Occassional
10006538,Never
10006539,Once a week
10006540,Once a month
10006541,2 - 3 times a month
10006544,Once a month
10006546,Multiple times in a week
10006548,Once a week
10006549,Occassional
10006550,
10006554,Occassional
10006555,
10006559,2 - 3 times a month
10006561,2 - 3 times a month
10006562,Once a week
10006563,Never
10006564,Rarely
10006565,Rarely
10006567,Multiple times in a week
10006569,2 - 3 times a month
10006570,2 - 3 times a month
10006572,Once a week
10006575,2 - 3 times a month
10006576,Never
10006578,Once a month
10006579,2 - 3 times a month
10006581,Once a week
10006582,Never
10006583,
10006584,
10006587,Once a week
10006588,Never
10006589,
10006592,Once a month
10006593,2 - 3 times a month
10006594,Rarely
10006598,2 - 3 times a month
10006603,Rarely
10006604,Rarely
10006605,Occassional
10006606,Never
10006607,Once a week
10006609,Never
10006610,Never
10006611,Never
10006612,Once a month
10006614,Rarely
10006615,Rarely
10006616,2 - 3 times a month
10006619,Multiple times in a week
10006620,Once a month
10006621,Multiple times in a week
10006622,Once a week
10006626,Once a week
10006627,Once a month
10006629,Multiple times in a week
10006631,Occassional
10006632,Never
10006633,Occassional
10006634,Once a month
10006635,2 - 3 times a month
10006636,Multiple times in a week
10006637,Multiple times in a week
10006638,Occassional
10006641,2 - 3 times a month
10006643,Rarely
10006644,2 - 3 times a month
10006645,2 - 3 times a month
10006649,Once a month
10006652,Rarely
10006656,Rarely
10006657,Never
10006658,Occassional
10006661,Multiple times in a week
10006663,Once a week
10006664,Occassional
10006665,Never
10006666,Multiple times in a week
10006667,Once a week
10006669,2 - 3 times a month
10006670,Multiple times in a week
10006673,2 - 3 times a month
10006675,Once a week
10006676,Rarely
10006680,2 - 3 times a month
10006681,Never
10006682,Once a week
10006683,Never
10006684,2 - 3 times a month
10006686,2 - 3 times a month
10006687,Occassional
10006689,
10006691,Once a month
10006692,2 - 3 times a month
10006693,Rarely
10006696,Never
10006697,Never
10006698,Rarely
10006700,Once a week
10006702,Rarely
10006703,Occassional
10006705,Once a month
10006706,Multiple times in a week
10006708,Rarely
10006710,Never
10006712,Once a week
10006713,Occassional
10006714,2 - 3 times a month
10006715,Rarely
10006716,Occassional
10006717,Never
10006719,Never
10006720,2 - 3 times a month
10006723,Once a week
10006726,Rarely
10006728,Never
10006729,Occassional
10006731,Never
10006735,Rarely
10006740,Never
10006741,2 - 3 times a month
10006743,Once a month
10006748,Once a week
10006749,Rarely
10006752,Once a week
10006756,Once a week
10006757,Rarely
10006760,Never
10006762,
10006763,2 - 3 times a month
10006765,Once a month
10006766,Occassional
10006767,Rarely
10006769,Once a week
10006770,Once a week
10006771,2 - 3 times a month
10006774,Multiple times in a week
10006775,Once a week
10006777,Never
10006779,Never
10006780,Occassional
10006783,
10006785,Never
10006786,Never
10006787,Once a week
10006789,Occassional
10006790,Once a month
10006791,Multiple times in a week
10006793,Once a month
10006794,2 - 3 times a month
10006796,Never
10006797,Rarely
10006800,Occassional
10006801,Occassional
10006802,Once a month
10006805,Once a week
10006806,Occassional
10006811,Never
10006812,Rarely
10006813,Once a week
10006817,Multiple times in a week
10006818,Once a week
10006819,Multiple times in a week
10006820,Once a week
10006822,Rarely
10006823,Never
10006828,Multiple times in a week
10006829,Once a week
10006831,Multiple times in a week
10006832,2 - 3 times a month
10006833,Multiple times in a week
10006835,Multiple times in a week
10006838,Occassional
10006840,Rarely
10006841,Occassional
10006842,Rarely
10006843,Once a week
10006845,2 - 3 times a month
10006848,Once a month
10006849,Once a month
10006850,2 - 3 times a month
10006852,Never
10006853,Occassional
10006854,Once a month
10006855,2 - 3 times a month
